"Name","Number","SetName","AvgPrice","LPBuyPrice","LPRatio","NMBuyPrice","NMRatio","MBuyPrice","MRatio","YearReleased","Language","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA3AvgSell","PSA4Ratio","PSA4AvgSell","PSA5Ratio","PSA5BuyPrice","PSA5AvgSell","PSA6Ratio","PSA6BuyPrice","PSA6AvgSell","PSA7Ratio","PSA7BuyPrice","PSA7AvgSell","PSA8Ratio","PSA8BuyPrice","PSA8AvgSell","PSA9Ratio","PSA9BuyPrice","PSA9AvgSell","PSA10Ratio","PSA10BuyPrice","PSA10AvgSell"
"Porygon-Z Prerelease","BW84","Black and White Promos","7.14","-17.00","-2.38",-17,"-2.38",-17,"-2.38",2011,"ENGLISH","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"2.17","-3.83","15.50",0,"-17.00",0
"Tornadus Prerelease","BW96","Black and White Promos","21.92","-17.00","-0.78",-17,"-0.78",-17,"-0.78",2011,"ENGLISH","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"1.32","7.65","29.00",0,"-17.00",0
"Umbreon","BW93","Black and White Promos","42.92","-17.00","-0.40",-17,"-0.40",-3.83,"-0.09",2011,"ENGLISH","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"0.36","-3.83","15.50","1.38","33.43","59.33"
"Vaporeon","BW89","Black and White Promos","16.35","-17.00","-1.04",-17,"-1.04",-17,"-1.04",2011,"ENGLISH","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"15.29","195.50","250.00",0,"-17.00",0
"Victory Cup","BW31","Black and White Promos","80.00","-17.00","-0.21",-17,"-0.21",68,"0.85",2011,"ENGLISH","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"1.25","68.00","100.00","4.44","284.75","355.00"
"Victory Cup","BW30","Black and White Promos","33.65","-17.00","-0.51",-17,"-0.51",23.8,"0.71",2011,"ENGLISH","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"1.43","23.80","48.00","9.51","255.00","320.00"
"Victory Cup","BW29","Black and White Promos","51.05","-17.00","-0.33",-17,"-0.33",39.1,"0.77",2011,"ENGLISH","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"1.29","39.10","66.00","3.97","155.13","202.50"
﻿"Name","Number","SetName","AvgPrice","LPBuyPrice","LPRatio","NMBuyPrice","NMRatio","MBuyPrice","MRatio","YearReleased","Language","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA3AvgSell","PSA4Ratio","PSA4AvgSell","PSA5Ratio","PSA5BuyPrice","PSA5AvgSell","PSA6Ratio","PSA6BuyPrice","PSA6AvgSell","PSA7Ratio","PSA7BuyPrice","PSA7AvgSell","PSA8Ratio","PSA8BuyPrice","PSA8AvgSell","PSA9Ratio","PSA9BuyPrice","PSA9AvgSell","PSA10Ratio","PSA10BuyPrice","PSA10AvgSell"
"Full Art Reshiram","113","Black and White","21.29","-13.39","-0.63",5.09,"0.24",50.99,"2.40",2011,"ENGLISH","0.92",0,"2.35",0,0,"0.20","4.25","0.94","0.00","20.00","0.73","-3.83","15.50","1.32","6.80","28.00","1.22","5.09","25.99","3.76","50.99","79.99","14.09","238.00","300.00"
"Full Art Zekrom","114","Black and White","27.90","-17.00","-0.61",10.2,"0.37",49.28,"1.77",2011,"ENGLISH","1.05",0,0,0,0,"0.84","23.50","0.72","0.00","20.00",0,"-17.00",0,"1.86","27.20","52.00","1.15","10.20","32.00","2.79","49.28","77.97","16.13","365.50","450.00"
"Pikachu Secret","115","Black and White","42.04","-17.00","-0.40",5.84,"0.14",58.36,"1.39",2011,"ENGLISH","0.64",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,"0.64","5.84","26.87","0.88","14.50","37.06","2.11","58.36","88.66","8.33","280.50","350.00"
﻿"Name","Number","SetName","AvgPrice","LPBuyPrice","LPRatio","NMBuyPrice","NMRatio","MBuyPrice","MRatio","YearReleased","Language","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA3AvgSell","PSA4Ratio","PSA4AvgSell","PSA5Ratio","PSA5BuyPrice","PSA5AvgSell","PSA6Ratio","PSA6BuyPrice","PSA6AvgSell","PSA7Ratio","PSA7BuyPrice","PSA7AvgSell","PSA8Ratio","PSA8BuyPrice","PSA8AvgSell","PSA9Ratio","PSA9BuyPrice","PSA9AvgSell","PSA10Ratio","PSA10BuyPrice","PSA10AvgSell"
"Blastoise","003","Blastoise Kyurem-EX Combo Deck","7.50","-17.00","-2.27",-17,"-2.27",13.6,"1.81",2013,"JAPANESE","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"4.80","13.60","36.00","5.72","19.45","42.88"
﻿"Name","Number","SetName","AvgPrice","LPBuyPrice","LPRatio","NMBuyPrice","NMRatio","MBuyPrice","MRatio","YearReleased","Language","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA3AvgSell","PSA4Ratio","PSA4AvgSell","PSA5Ratio","PSA5BuyPrice","PSA5AvgSell","PSA6Ratio","PSA6BuyPrice","PSA6AvgSell","PSA7Ratio","PSA7BuyPrice","PSA7AvgSell","PSA8Ratio","PSA8BuyPrice","PSA8AvgSell","PSA9Ratio","PSA9BuyPrice","PSA9AvgSell","PSA10Ratio","PSA10BuyPrice","PSA10AvgSell"
"Blastoise ex","020","Blastoise Starter Deck","27.16","-17.00","-0.63",-17,"-0.63",102,"3.76",2004,"JAPANESE","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"5.15","102.00","140.00","8.93","189.24","242.63"
"Squirtle","018","Blastoise Starter Deck","6.16","-17.00","-2.76",-17,"-2.76",28.9,"4.69",2004,"JAPANESE","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"16.72","70.55","103.00","8.77","28.90","54.00"
"Wartortle","019","Blastoise Starter Deck","11.71","-17.00","-1.45",-17,"-1.45",3.67,"0.31",2004,"JAPANESE","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"2.08","3.67","24.32","3.08","13.60","36.00"
﻿"Name","Number","SetName","AvgPrice","LPBuyPrice","LPRatio","NMBuyPrice","NMRatio","MBuyPrice","MRatio","YearReleased","Language","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA3AvgSell","PSA4Ratio","PSA4AvgSell","PSA5Ratio","PSA5BuyPrice","PSA5AvgSell","PSA6Ratio","PSA6BuyPrice","PSA6AvgSell","PSA7Ratio","PSA7BuyPrice","PSA7AvgSell","PSA8Ratio","PSA8BuyPrice","PSA8AvgSell","PSA9Ratio","PSA9BuyPrice","PSA9AvgSell","PSA10Ratio","PSA10BuyPrice","PSA10AvgSell"
"Gengar","024","Blue Shock","16.59","-17.00","-1.02",-17,"-1.02",25.5,"1.54",2015,"JAPANESE","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"3.01","25.50","50.00","6.78","78.62","112.49"
"Mewtwo-EX","065","Blue Shock","31.21","-17.00","-0.54",-17,"-0.54",135.99,"4.36",2015,"JAPANESE","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"5.77","135.99","179.99","28.49","738.68","889.04"
"M Mewtwo-EX","026","Blue Shock","19.98","-17.00","-0.85",-17,"-0.85",69.77,"3.49",2015,"JAPANESE","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"15.09","239.27","301.50","5.11","69.77","102.08"
"Typhlosion","011","Blue Shock","5.49","-17.00","-3.10",-17,"-3.10",-11.48,"-2.09",2015,"JAPANESE","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"1.18","-11.48","6.50","10.93","33.99","59.99"
﻿"Name","Number","SetName","AvgPrice","LPBuyPrice","LPRatio","NMBuyPrice","NMRatio","MBuyPrice","MRatio","YearReleased","Language","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA3AvgSell","PSA4Ratio","PSA4AvgSell","PSA5Ratio","PSA5BuyPrice","PSA5AvgSell","PSA6Ratio","PSA6BuyPrice","PSA6AvgSell","PSA7Ratio","PSA7BuyPrice","PSA7AvgSell","PSA8Ratio","PSA8BuyPrice","PSA8AvgSell","PSA9Ratio","PSA9BuyPrice","PSA9AvgSell","PSA10Ratio","PSA10BuyPrice","PSA10AvgSell"
"Dragonite V","074","Blue Sky Stream","124.30","-17.00","-0.14",-17,"-0.14",51,"0.41",2021,"JAPANESE","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"0.64","51.00","80.00","1.41","131.93","175.21"
"Gyarados V","070","Blue Sky Stream","7.10","-17.00","-2.39",-17,"-2.39",0,"0.00",2021,"JAPANESE","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"2.82","0.00","20.00","7.35","27.34","52.16"
"Gyarados VMAX","081","Blue Sky Stream","10.75","-17.00","-1.58",-17,"-1.58",2.97,"0.28",2021,"JAPANESE","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"2.19","2.97","23.50","5.89","36.86","63.37"
"Medicham V","072","Blue Sky Stream","13.00","-17.00","-1.31",-17,"-1.31",8.5,"0.65",2021,"JAPANESE","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"2.92","15.30","38.00","2.31","8.50","30.00"
"Rayquaza V","076","Blue Sky Stream","205.00","-17.00","-0.08",-17,"-0.08",165.82,"0.81",2021,"JAPANESE","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"1.05","165.82","215.09","1.95","322.99","399.99"
"Rayquaza VMAX","083","Blue Sky Stream","225.69","-17.00","-0.08",-17,"-0.08",612,"2.71",2021,"JAPANESE","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"3.28","612.00","740.00","11.32","2154.30","2554.47"
"Shauna","077","Blue Sky Stream","75.00","-17.00","-0.23",-17,"-0.23",60.35,"0.80",2021,"JAPANESE","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"2.74","157.67","205.50","1.21","60.35","91.00"
"Tempest Range","089","Blue Sky Stream","6.13","-17.00","-2.78",-17,"-2.78",-17,"-2.78",2021,"JAPANESE","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"1.88","-7.22","11.50",0,"-17.00",0
"Volcarona V","069","Blue Sky Stream","6.99","-17.00","-2.43",-17,"-2.43",-2.97,"-0.42",2021,"JAPANESE","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"2.36","-2.97","16.50","3.50","3.78","24.45"
﻿"Name","Number","SetName","AvgPrice","LPBuyPrice","LPRatio","NMBuyPrice","NMRatio","MBuyPrice","MRatio","YearReleased","Language","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA3AvgSell","PSA4Ratio","PSA4AvgSell","PSA5Ratio","PSA5BuyPrice","PSA5AvgSell","PSA6Ratio","PSA6BuyPrice","PSA6AvgSell","PSA7Ratio","PSA7BuyPrice","PSA7AvgSell","PSA8Ratio","PSA8BuyPrice","PSA8AvgSell","PSA9Ratio","PSA9BuyPrice","PSA9AvgSell","PSA10Ratio","PSA10BuyPrice","PSA10AvgSell"
"Alakazam E4 LV.X","042","Bonds to the End of Time","14.78","-17.00","-1.15",-17,"-1.15",110.49,"7.48",2008,"JAPANESE","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"10.15","110.49","149.99","12.35","138.12","182.49"
"Arcanine","010","Bonds to the End of Time","16.75","-17.00","-1.01",-17,"-1.01",7.85,"0.47",2008,"JAPANESE","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"1.75","7.85","29.23","2.02","11.82","33.91"
"Floatzel GL","019","Bonds to the End of Time","6.75","-17.00","-2.52",-17,"-2.52",-7.22,"-1.07",2008,"JAPANESE","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"1.70","-7.22","11.50","6.83","22.15","46.06"
"Flygon","072","Bonds to the End of Time","19.00","-17.00","-0.89",-17,"-0.89",-8.08,"-0.43",2008,"JAPANESE","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"0.55","-8.08","10.50","2.74","27.20","52.00"
"Flygon LV.X","073","Bonds to the End of Time","10.42","-17.00","-1.63",-17,"-1.63",28.9,"2.77",2008,"JAPANESE","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"5.18","28.90","53.99","12.14","90.52","126.50"
"Flying Pikachu","090","Bonds to the End of Time","13.53","-17.00","-1.26",-17,"-1.26",-17,"-1.26",2008,"JAPANESE","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"7.20","65.83","97.45",0,"-17.00",0
"Gengar GL","043","Bonds to the End of Time","15.50","-17.00","-1.10",-17,"-1.10",2.44,"0.16",2008,"JAPANESE","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"1.48","2.44","22.88","10.61","122.77","164.44"
"Hippowdon LV.X","056","Bonds to the End of Time","5.50","-17.00","-3.09",-17,"-3.09",0.43,"0.08",2008,"JAPANESE","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"3.73","0.43","20.50","13.82","47.60","76.00"
"Jirachi","066","Bonds to the End of Time","14.49","-17.00","-1.17",-17,"-1.17",9.35,"0.65",2008,"JAPANESE","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"2.14","9.35","31.00","6.21","59.49","89.99"
"Jolteon","028","Bonds to the End of Time","9.99","-17.00","-1.70",-17,"-1.70",8.33,"0.83",2008,"JAPANESE","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"2.98","8.33","29.80","3.80","15.28","37.98"
"Luxray GL","029","Bonds to the End of Time","6.32","-17.00","-2.69",-17,"-2.69",-12.11,"-1.92",2008,"JAPANESE","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"0.91","-12.11","5.75","11.47","44.63","72.50"
"Luxray GL LV.X","030","Bonds to the End of Time","19.66","-17.00","-0.86",-17,"-0.86",32.3,"1.64",2008,"JAPANESE","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"2.95","32.30","58.00","5.52","75.22","108.50"
"Munchlax","069","Bonds to the End of Time","8.95","-17.00","-1.90",-17,"-1.90",1.27,"0.14",2008,"JAPANESE","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"2.40","1.27","21.50","7.37","39.10","66.00"
"Pikachu","088","Bonds to the End of Time","13.28","-17.00","-1.28",-17,"-1.28",-17,"-1.28",2008,"JAPANESE","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"9.60","91.37","127.49",0,"-17.00",0
"Raichu GL","027","Bonds to the End of Time","9.49","-17.00","-1.79",-17,"-1.79",4.24,"0.45",2008,"JAPANESE","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"2.63","4.24","24.99","4.56","19.81","43.31"
"Snorlax","070","Bonds to the End of Time","8.14","-17.00","-2.09",-17,"-2.09",-4.68,"-0.58",2008,"JAPANESE","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"1.78","-4.68","14.50","14.53","83.50","118.23"
"Surfing Pikachu","089","Bonds to the End of Time","9.33","-17.00","-1.82",-17,"-1.82",-17,"-1.82",2008,"JAPANESE","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"10.71","67.92","99.90",0,"-17.00",0
"Vaporeon","014","Bonds to the End of Time","7.53","-17.00","-2.26",-17,"-2.26",14.17,"1.88",2008,"JAPANESE","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"4.87","14.17","36.67","7.97","33.99","59.99"
﻿"Name","Number","SetName","AvgPrice","LPBuyPrice","LPRatio","NMBuyPrice","NMRatio","MBuyPrice","MRatio","YearReleased","Language","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA3AvgSell","PSA4Ratio","PSA4AvgSell","PSA5Ratio","PSA5BuyPrice","PSA5AvgSell","PSA6Ratio","PSA6BuyPrice","PSA6AvgSell","PSA7Ratio","PSA7BuyPrice","PSA7AvgSell","PSA8Ratio","PSA8BuyPrice","PSA8AvgSell","PSA9Ratio","PSA9BuyPrice","PSA9AvgSell","PSA10Ratio","PSA10BuyPrice","PSA10AvgSell"
"Altaria Secret","152","Boundaries Crossed","73.66","-17.00","-0.23",11.05,"0.15",129.97,"1.76",2012,"ENGLISH","0.60",0,0,0,0,0,0,0,"-17.00",0,"0.53","16.08","38.92","0.45","11.05","33.00","0.90","39.43","66.39","2.35","129.97","172.90","8.14","492.96","599.95"
"Blastoise Holo","31","Boundaries Crossed","14.34","-17.00","-1.19",-17,"-1.19",0.68,"0.05",2012,"ENGLISH","1.04",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"2.91","18.44","41.69","1.45","0.68","20.80","19.79","224.18","283.74"
"Blastoise Reverse Holo","31","Boundaries Crossed","19.99","-17.00","-0.85",-17,"-0.85",1.27,"0.06",2012,"ENGLISH","0.72",0,0,0,0,0,0,0,"-17.00",0,"0.76","-4.14","15.13",0,"-17.00",0,"1.03","0.43","20.50","1.38","6.38","27.50","1.08","1.27","21.50"
"Celebi EX","9","Boundaries Crossed","11.15","-17.00","-1.52",-17,"-1.52",22.95,"2.06",2012,"ENGLISH","0.85",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"1.93","1.25","21.48","4.22","22.95","47.00","9.42","72.25","105.00"
"Charizard Holo","20","Boundaries Crossed","28.64","-17.00","-0.59",0.43,"0.02",19.12,"0.67",2012,"ENGLISH","0.86",0,0,0,0,0,0,"0.72","0.43","20.50","0.91","5.10","26.00","0.72","0.43","20.50","1.26","13.62","36.02","1.97","31.00","56.47","1.48","19.12","42.49"
"Charizard Reverse Holo","20","Boundaries Crossed","51.60","-17.00","-0.33",17.87,"0.35",594.23,"11.52",2012,"ENGLISH","0.69",0,0,0,0,0,0,"0.48","4.25","25.00","0.56","7.67","29.02","0.90","22.52","46.50","0.79","17.87","41.02","13.94","594.23","719.09","14.53","620.26","749.72"
"Charmander Reverse Holo","18","Boundaries Crossed","10.56","-17.00","-1.61",-17,"-1.61",-1.6,"-0.15",2012,"ENGLISH","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"1.72","-1.60","18.12","5.76","34.73","60.86"
"Computer Search","137","Boundaries Crossed","33.82","-17.00","-0.50",0.61,"0.02",16.15,"0.48",2012,"ENGLISH","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,"0.61","0.61","20.72","0.67","2.13","22.50","1.15","16.15","39.00","3.03","70.13","102.50"
"Cresselia EX","67","Boundaries Crossed","5.14","-17.00","-3.31",-17,"-3.31",11.83,"2.30",2012,"ENGLISH","0.62",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"0.80","-13.52","4.10","6.60","11.83","33.92","24.32","89.25","125.00"
"Ditto Holo","108","Boundaries Crossed","10.07","-17.00","-1.69",-17,"-1.69",13.59,"1.35",2012,"ENGLISH","0.76",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"1.48","-4.29","14.95","9.20","61.74","92.64","3.57","13.59","35.99"
"Ditto Reverse Holo","108","Boundaries Crossed","10.99","-17.00","-1.55",-17,"-1.55",17.85,"1.62",2012,"ENGLISH","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"3.73","17.85","41.00","4.55","25.50","50.00"
"Full Art Bianca","147","Boundaries Crossed","128.78","-17.00","-0.13",2.34,"0.02",266.05,"2.07",2012,"ENGLISH","0.76",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,"0.18","2.34","22.75","1.94","195.49","249.99","2.59","266.05","333.00","6.72","718.25","865.00"
"Full Art Black Kyurem EX","145","Boundaries Crossed","109.97","-17.00","-0.15",-6.33,"-0.06",158.05,"1.44",2012,"ENGLISH","0.48",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,"0.11","-6.33","12.55","0.57","36.12","62.49","1.87","158.05","205.94","2.27","195.46","249.95"
"Full Art Celebi EX","141","Boundaries Crossed","42.99","-17.00","-0.40",11.88,"0.28",31.8,"0.74",2012,"ENGLISH","0.87",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,"0.79","11.88","33.98","1.86","50.99","79.99","1.34","31.80","57.41","16.91","600.99","727.05"
"Full Art Cheren","148","Boundaries Crossed","66.17","-17.00","-0.26",-6.38,"-0.10",-6.38,"-0.10",2012,"ENGLISH","0.50",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,"0.37","3.60","24.24","0.45","8.50","30.00","0.19","-6.38","12.50","4.23","221.00","280.00"
"Full Art Cresselia EX","143","Boundaries Crossed","26.53","-17.00","-0.64",-17,"-0.64",38.3,"1.44",2012,"ENGLISH","0.82",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"1.80","23.64","47.81","2.45","38.30","65.06","24.11","526.80","639.77"
"Full Art Keldeo EX","142","Boundaries Crossed","31.39","-17.00","-0.54",-17,"-0.54",51,"1.62",2012,"ENGLISH","0.74",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"1.38","19.69","43.17","2.55","51.00","80.00","17.84","459.00","560.00"
"Full Art Landorus EX","144","Boundaries Crossed","39.99","-17.00","-0.43",-17,"-0.43",0.43,"0.01",2012,"ENGLISH","0.70",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"1.20","23.64","47.81","0.51","0.43","20.50","20.59","682.75","823.23"
"Full Art Skyla","149","Boundaries Crossed","192.40","-17.00","-0.09",-17,"-0.09",195.5,"1.02",2012,"ENGLISH","0.65",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"0.95","138.07","182.44","1.30","195.50","250.00","10.40","1683.00","2000.00"
"Full Art White Kyurem EX","146","Boundaries Crossed","119.90","-17.00","-0.14",-17,"-0.14",22.95,"0.19",2012,"ENGLISH","0.50",0,0,0,0,0,0,0,"-17.00",0,"0.37","21.15","44.88",0,"-17.00",0,"0.32","15.42","38.14","0.39","22.95","46.99","16.67","1682.15","1999.00"
"Gold Potion","140","Boundaries Crossed","6.21","-17.00","-2.74",-17,"-2.74",-2.19,"-0.35",2012,"ENGLISH","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"2.81","-2.19","17.42","28.99","136.00","180.00"
"Golurk Secret","150","Boundaries Crossed","55.48","-17.00","-0.31",-17,"-0.31",35.11,"0.63",2012,"ENGLISH","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"0.71","16.67","39.61","1.11","35.11","61.31","19.83","918.00","1100.00"
"Landorus EX","89","Boundaries Crossed","10.60","-17.00","-1.60",-17,"-1.60",0,"0.00",2012,"ENGLISH","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"1.89","0.00","20.00","3.67","16.03","38.86"
"Pikachu Reverse Holo","50","Boundaries Crossed","15.30","-17.00","-1.11",-17,"-1.11",-17,"-1.11",2012,"ENGLISH","0.73",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,"1.26","-0.59","19.30",0,"-17.00",0,"6.54","68.00","100.00",0,"-17.00",0
"Rocky Helmet Secret","153","Boundaries Crossed","17.30","-17.00","-0.98",-17,"-0.98",17,"0.98",2012,"ENGLISH","1.00",0,0,0,0,0,0,0,"-17.00",0,"0.60","-8.18","10.38",0,"-17.00",0,"2.60","21.21","44.95","2.31","17.00","40.00","18.79","259.25","325.00"
"Squirtle Reverse Holo","29","Boundaries Crossed","24.60","-17.00","-0.69",-17,"-0.69",4.25,"0.17",2012,"ENGLISH","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"1.02","4.25","25.00","10.16","195.50","250.00"
"Terrakion Secret","151","Boundaries Crossed","32.88","-17.00","-0.52",-17,"-0.52",61.63,"1.87",2012,"ENGLISH","0.91",0,0,0,0,0,0,0,"-17.00",0,"1.09","13.40","35.77",0,"-17.00",0,"1.67","29.75","55.00","2.81","61.63","92.50","16.44","442.54","540.64"
"Togepi Reverse Holo","110","Boundaries Crossed","6.48","-17.00","-2.62",-17,"-2.62",-17,"-2.62",2012,"ENGLISH","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"3.86","4.25","25.00",0,"-17.00",0
"Wartortle Reverse Holo","30","Boundaries Crossed","5.19","-17.00","-3.28",-17,"-3.28",-17,"-3.28",2012,"ENGLISH","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"3.85","0.00","20.00",0,"-17.00",0
﻿"Name","Number","SetName","AvgPrice","LPBuyPrice","LPRatio","NMBuyPrice","NMRatio","MBuyPrice","MRatio","YearReleased","Language","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA3AvgSell","PSA4Ratio","PSA4AvgSell","PSA5Ratio","PSA5BuyPrice","PSA5AvgSell","PSA6Ratio","PSA6BuyPrice","PSA6AvgSell","PSA7Ratio","PSA7BuyPrice","PSA7AvgSell","PSA8Ratio","PSA8BuyPrice","PSA8AvgSell","PSA9Ratio","PSA9BuyPrice","PSA9AvgSell","PSA10Ratio","PSA10BuyPrice","PSA10AvgSell"
"Acerola’s Premonition","TG24","Brilliant Stars","5.87","-17.00","-2.90",-17,"-2.90",-4.68,"-0.80",2022,"ENGLISH","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"2.47","-4.68","14.49","5.45","10.20","32.00"
