"Name","Number","SetName","AvgPrice","LPBuyPrice","LPRatio","NMBuyPrice","NMRatio","YearReleased","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA3AvgSell","PSA4Ratio","PSA4AvgSell","PSA5Ratio","PSA5AvgSell","PSA6Ratio","PSA6AvgSell","PSA7Ratio","PSA7AvgSell","PSA8Ratio","PSA8AvgSell","PSA9Ratio","PSA9AvgSell","PSA10Ratio","PSA10AvgSell"
"Solrock","049","Clash at the Summit","7.00","-17.00","-2.43",-17,"-2.43",2010,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.71","19.00","7.14","49.99"
"Yanmega","006","Clash at the Summit","10.07","-17.00","-1.69",-17,"-1.69",2010,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3.08","31.02","43.22","435.25"
﻿"Name","Number","SetName","AvgPrice","LPBuyPrice","LPRatio","NMBuyPrice","NMRatio","YearReleased","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA3AvgSell","PSA4Ratio","PSA4AvgSell","PSA5Ratio","PSA5AvgSell","PSA6Ratio","PSA6AvgSell","PSA7Ratio","PSA7AvgSell","PSA8Ratio","PSA8AvgSell","PSA9Ratio","PSA9AvgSell","PSA10Ratio","PSA10AvgSell"
"Altaria","061","Clash of the Blue Sky","9.04","-17.00","-1.88",-17,"-1.88",2004,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.03","36.39","7.86","71.01"
"Beautifly","008","Clash of the Blue Sky","5.18","-17.00","-3.28",-17,"-3.28",2004,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3.96","20.52","12.15","63.00"
"Breloom","047","Clash of the Blue Sky","6.63","-17.00","-2.57",-17,"-2.57",2004,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3.56","23.59","5.74","38.00"
"Crobat ex","005","Clash of the Blue Sky","13.54","-17.00","-1.26",-17,"-1.26",2004,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.76","37.38","4.95","67.00"
"Deoxys ex","045","Clash of the Blue Sky","13.87","-17.00","-1.23",-17,"-1.23",2004,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.76","66.00","16.96","235.17"
"Deoxys ex","046","Clash of the Blue Sky","13.49","-17.00","-1.26",-17,"-1.26",2004,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3.22","43.50","16.02","216.25"
"Gyarados","024","Clash of the Blue Sky","14.94","-17.00","-1.14",-17,"-1.14",2004,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.12","61.62","9.92","148.19"
"Hariyama ex","049","Clash of the Blue Sky","7.00","-17.00","-2.43",-17,"-2.43",2004,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.03","35.21","32.12","224.99"
"Jirachi","075","Clash of the Blue Sky","14.87","-17.00","-1.14",-17,"-1.14",2004,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.76","41.00","18.96","281.89"
"Latios Star","066","Clash of the Blue Sky","348.00","-17.00","-0.05",-17,"-0.05",2004,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.31","1499.90","7.51","2612.50"
"Manectric ex","033","Clash of the Blue Sky","6.50","-17.00","-2.62",-17,"-2.62",2004,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.54","36.00","13.25","86.13"
"Metagross","044","Clash of the Blue Sky","16.04","-17.00","-1.06",-17,"-1.06",2004,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.90","14.51","2.31","37.00"
"Sharpedo ex","072","Clash of the Blue Sky","12.50","-17.00","-1.36",-17,"-1.36",2004,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.37","29.60","16.00","199.99"
﻿"Name","Number","SetName","AvgPrice","LPBuyPrice","LPRatio","NMBuyPrice","NMRatio","YearReleased","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA3AvgSell","PSA4Ratio","PSA4AvgSell","PSA5Ratio","PSA5AvgSell","PSA6Ratio","PSA6AvgSell","PSA7Ratio","PSA7AvgSell","PSA8Ratio","PSA8AvgSell","PSA9Ratio","PSA9AvgSell","PSA10Ratio","PSA10AvgSell"
"Chi-Yu ex","092","Clay Burst","17.10","-17.00","-0.99",-17,"-0.99",2023,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.88","15.00","2.47","42.25"
"Grass Energy","099","Clay Burst","6.19","-17.00","-2.75",-17,"-2.75",2023,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.61","9.99","2.18","13.50"
"Iono","091","Clay Burst","58.50","-17.00","-0.29",-17,"-0.29",2023,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.78","103.91","2.09","122.20"
"Iono","096","Clay Burst","448.75","-17.00","-0.04",-17,"-0.04",2023,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.83","372.00","1.92","860.36"
"Raichu","074","Clay Burst","5.47","-17.00","-3.11",-17,"-3.11",2023,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.42","24.21","5.56","30.42"
"Saguaro","095","Clay Burst","7.11","-17.00","-2.39",-17,"-2.39",2023,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3.12","22.19","4.71","33.46"
"Superior Energy Retrieval","098","Clay Burst","9.71","-17.00","-1.75",-17,"-1.75",2023,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.72","7.00","1.56","15.10"
"Ting-Lu ex","094","Clay Burst","10.61","-17.00","-1.60",-17,"-1.60",2023,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.94","10.00","2.54","26.99"
"Tinkaton ex","093","Clay Burst","17.10","-17.00","-0.99",-17,"-0.99",2023,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.36","23.25","1.32","22.50"
﻿"Name","Number","SetName","AvgPrice","LPBuyPrice","LPRatio","NMBuyPrice","NMRatio","YearReleased","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA3AvgSell","PSA4Ratio","PSA4AvgSell","PSA5Ratio","PSA5AvgSell","PSA6Ratio","PSA6AvgSell","PSA7Ratio","PSA7AvgSell","PSA8Ratio","PSA8AvgSell","PSA9Ratio","PSA9AvgSell","PSA10Ratio","PSA10AvgSell"
"Altaria","065","Cold Flare","30.00","-17.00","-0.57",-17,"-0.57",2012,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8.33","250.00","8.92","267.50"
"Bianca","063","Cold Flare","108.07","-17.00","-0.16",-17,"-0.16",2012,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.01","649.90","13.88","1500.00"
"Blastoise","014","Cold Flare","12.35","-17.00","-1.38",-17,"-1.38",2012,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.97","24.30","7.05","87.00"
"Celebi-EX","060","Cold Flare","42.06","-17.00","-0.40",-17,"-0.40",2012,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.78","74.99","4.18","175.77"
"Keldeo-EX","061","Cold Flare","36.77","-17.00","-0.46",-17,"-0.46",2012,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.39","51.00","5.44","199.99"
"Scizor","039","Cold Flare","6.00","-17.00","-2.83",-17,"-2.83",2012,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.08","12.50","11.87","71.24"
"Terrakion","064","Cold Flare","30.00","-17.00","-0.57",-17,"-0.57",2012,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3.78","113.45","22.36","670.86"
﻿"Name","Number","SetName","AvgPrice","LPBuyPrice","LPRatio","NMBuyPrice","NMRatio","YearReleased","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA3AvgSell","PSA4Ratio","PSA4AvgSell","PSA5Ratio","PSA5AvgSell","PSA6Ratio","PSA6AvgSell","PSA7Ratio","PSA7AvgSell","PSA8Ratio","PSA8AvgSell","PSA9Ratio","PSA9AvgSell","PSA10Ratio","PSA10AvgSell"
"Dragonite","044","Collection Moon","5.40","-17.00","-3.15",-17,"-3.15",2016,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.50","13.50","5.64","30.47"
"Lillie","066","Collection Moon","1250.00","-17.00","-0.01",-17,"-0.01",2016,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.54","670.00","8.00","9998.99"
"Lunala GX","028","Collection Moon","5.04","-17.00","-3.37",-17,"-3.37",2016,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.65","13.35","2.08","10.50"
"Tauros GX","064","Collection Moon","9.80","-17.00","-1.73",-17,"-1.73",2016,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.02","10.00","4.08","40.00"
"Umbreon GX","063","Collection Moon","159.90","-17.00","-0.11",-17,"-0.11",2016,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.43","68.00",0,0
﻿"Name","Number","SetName","AvgPrice","LPBuyPrice","LPRatio","NMBuyPrice","NMRatio","YearReleased","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA3AvgSell","PSA4Ratio","PSA4AvgSell","PSA5Ratio","PSA5AvgSell","PSA6Ratio","PSA6AvgSell","PSA7Ratio","PSA7AvgSell","PSA8Ratio","PSA8AvgSell","PSA9Ratio","PSA9AvgSell","PSA10Ratio","PSA10AvgSell"
"Mewtwo LV.X","006","Collection Pack (Mewtwo LV.X)","17.43","-17.00","-0.98",-17,"-0.98",2009,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.60","45.33","6.17","107.49"
"Riolu","008","Collection Pack (Mewtwo LV.X)","6.99","-17.00","-2.43",-17,"-2.43",2009,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.29","29.99","2.38","16.65"
"Time-Space Distortion","012","Collection Pack (Mewtwo LV.X)","19.00","-17.00","-0.89",-17,"-0.89",2009,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.82","15.50",0,0
﻿"Name","Number","SetName","AvgPrice","LPBuyPrice","LPRatio","NMBuyPrice","NMRatio","YearReleased","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA3AvgSell","PSA4Ratio","PSA4AvgSell","PSA5Ratio","PSA5AvgSell","PSA6Ratio","PSA6AvgSell","PSA7Ratio","PSA7AvgSell","PSA8Ratio","PSA8AvgSell","PSA9Ratio","PSA9AvgSell","PSA10Ratio","PSA10AvgSell"
"Cresselia","008","Collection Pack (Regigigas LV.X)","5.99","-17.00","-2.84",-17,"-2.84",2009,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.01","29.99","9.56","57.28"
"Leafeon","002","Collection Pack (Regigigas LV.X)","8.49","-17.00","-2.00",-17,"-2.00",2009,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.12","34.99","6.00","51.00"
"Shellos East Sea","004","Collection Pack (Regigigas LV.X)","10.77","-17.00","-1.58",-17,"-1.58",2009,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.60","27.99","4.22","45.45"
﻿"Name","Number","SetName","AvgPrice","LPBuyPrice","LPRatio","NMBuyPrice","NMRatio","YearReleased","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA3AvgSell","PSA4Ratio","PSA4AvgSell","PSA5Ratio","PSA5AvgSell","PSA6Ratio","PSA6AvgSell","PSA7Ratio","PSA7AvgSell","PSA8Ratio","PSA8AvgSell","PSA9Ratio","PSA9AvgSell","PSA10Ratio","PSA10AvgSell"
"Glaceon","005","Collection Pack (Shaymin LV.X)","11.32","-17.00","-1.50",-17,"-1.50",2009,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3.22","36.45","4.51","51.00"
"Pikachu","007","Collection Pack (Shaymin LV.X)","5.08","-17.00","-3.35",-17,"-3.35",2009,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.17","11.00","14.76","74.98"
"Raichu","008","Collection Pack (Shaymin LV.X)","6.95","-17.00","-2.45",-17,"-2.45",2009,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.08","7.50","6.14","42.64"
"Shaymin LV.X","003","Collection Pack (Shaymin LV.X)","8.66","-17.00","-1.96",-17,"-1.96",2009,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3.35","28.99","4.34","37.58"
"Time-Space Distortion","012","Collection Pack (Shaymin LV.X)","16.27","-17.00","-1.04",-17,"-1.04",2009,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.23","19.99","2.21","36.00"
﻿"Name","Number","SetName","AvgPrice","LPBuyPrice","LPRatio","NMBuyPrice","NMRatio","YearReleased","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA3AvgSell","PSA4Ratio","PSA4AvgSell","PSA5Ratio","PSA5AvgSell","PSA6Ratio","PSA6AvgSell","PSA7Ratio","PSA7AvgSell","PSA8Ratio","PSA8AvgSell","PSA9Ratio","PSA9AvgSell","PSA10Ratio","PSA10AvgSell"
"Espeon GX","024","Collection Sun","6.51","-17.00","-2.61",-17,"-2.61",2016,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.76","18.00","4.61","30.00"
"Espeon GX","068","Collection Sun","199.00","-17.00","-0.09",-17,"-0.09",2016,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.37","73.00",0,0
"Espeon GX","062","Collection Sun","15.75","-17.00","-1.08",-17,"-1.08",2016,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3.66","57.69",0,0
﻿"Name","Number","SetName","AvgPrice","LPBuyPrice","LPRatio","NMBuyPrice","NMRatio","YearReleased","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA3AvgSell","PSA4Ratio","PSA4AvgSell","PSA5Ratio","PSA5AvgSell","PSA6Ratio","PSA6AvgSell","PSA7Ratio","PSA7AvgSell","PSA8Ratio","PSA8AvgSell","PSA9Ratio","PSA9AvgSell","PSA10Ratio","PSA10AvgSell"
"Pikachu","022","Collection X","7.56","-17.00","-2.25",-17,"-2.25",2013,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.91","22.00","3.73","28.21"
"Raichu","023","Collection X","5.71","-17.00","-2.98",-17,"-2.98",2013,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8.42","48.10","3.34","19.09"
﻿"Name","Number","SetName","AvgPrice","LPBuyPrice","LPRatio","NMBuyPrice","NMRatio","YearReleased","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA3AvgSell","PSA4Ratio","PSA4AvgSell","PSA5Ratio","PSA5AvgSell","PSA6Ratio","PSA6AvgSell","PSA7Ratio","PSA7AvgSell","PSA8Ratio","PSA8AvgSell","PSA9Ratio","PSA9AvgSell","PSA10Ratio","PSA10AvgSell"
"M Blastoise-EX","015","Collection Y","15.29","-17.00","-1.11",-17,"-1.11",2013,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.20","18.41","2.91","44.54"
﻿"Name","Number","SetName","AvgPrice","LPBuyPrice","LPRatio","NMBuyPrice","NMRatio","YearReleased","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA3AvgSell","PSA4Ratio","PSA4AvgSell","PSA5Ratio","PSA5AvgSell","PSA6Ratio","PSA6AvgSell","PSA7Ratio","PSA7AvgSell","PSA8Ratio","PSA8AvgSell","PSA9Ratio","PSA9AvgSell","PSA10Ratio","PSA10AvgSell"
"Alolan Persian GX Secret","257","Cosmic Eclipse","6.86","-17.00","-2.48",-17,"-2.48",2019,"0.63",0,0,0,0,0,0,0,0,0,0,0,0,"0.87","6.00","2.15","14.75","3.68","25.25"
"Arceus & Dialga & Palkia GX","156","Cosmic Eclipse","7.85","-17.00","-2.17",-2.13,"-0.27",2019,"1.34",0,0,0,0,0,0,"0.70","5.50",0,0,"2.55","20.00","2.23","17.50","2.70","21.23","4.67","36.67"
"Arceus & Dialga & Palkia GX Secret","258","Cosmic Eclipse","35.89","-17.00","-0.47",-2.97,"-0.08",2019,"0.70",0,0,0,0,0,0,0,0,0,0,"0.86","31.00","0.94","33.59","0.46","16.50","2.35","84.50"
"Blastoise & Piplup GX","38","Cosmic Eclipse","14.59","-17.00","-1.17",-17,"-1.17",2019,"0.62",0,0,0,0,0,0,0,0,"0.45","6.50",0,0,"0.84","12.25","2.33","33.99","4.66","67.99"
"Blastoise & Piplup GX Secret","253","Cosmic Eclipse","50.88","-17.00","-0.33",-17,"-0.33",2019,"0.68",0,0,0,0,0,0,0,0,0,0,0,0,"1.10","56.00","0.85","43.33","2.52","127.97"
"Charizard & Braixen GX","22","Cosmic Eclipse","7.72","-17.00","-2.20",-6.38,"-0.83",2019,"1.68",0,0,0,0,0,0,0,0,"3.73","28.80","1.62","12.50","1.94","14.97","3.30","25.49","5.57","43.06"
"Charizard & Braixen GX Secret","251","Cosmic Eclipse","85.21","-17.00","-0.20",34.85,"0.41",2019,"0.85",0,0,0,0,"0.94","80.00",0,0,"1.07","91.00","0.72","61.00","0.82","70.00","1.11","95.00","1.89","161.14"
"Draw Energy Secret","271","Cosmic Eclipse","5.26","-17.00","-3.23",-17,"-3.23",2019,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3.42","17.99","4.42","23.25"
"Flygon GX Secret","256","Cosmic Eclipse","10.66","-17.00","-1.59",-17,"-1.59",2019,"0.89",0,0,0,0,0,0,0,0,"1.22","13.00",0,0,"1.45","15.50","1.55","16.50","5.41","57.64"
"Full Art Arceus & Dialga & Palkia GX","220","Cosmic Eclipse","20.35","-17.00","-0.84",-17,"-0.84",2019,"0.76",0,0,0,0,0,0,0,0,0,0,0,0,"1.52","31.00","1.67","34.02","2.51","51.00"
"Full Art Arceus & Dialga & Palkia GX","221","Cosmic Eclipse","168.18","-17.00","-0.10",-17,"-0.10",2019,"0.47",0,0,0,0,0,0,0,0,"0.11","18.00",0,0,"0.46","77.21","0.55","93.18","2.82","473.67"
"Full Art Blastoise & Piplup GX","215","Cosmic Eclipse","108.97","-17.00","-0.16",-17,"-0.16",2019,"0.56",0,0,0,0,0,0,0,0,0,0,0,0,"0.50","54.18","1.69","184.27","2.18","237.65"
"Full Art Blastoise & Piplup GX","214","Cosmic Eclipse","20.69","-17.00","-0.82",-17,"-0.82",2019,"0.72",0,0,0,0,0,0,0,0,0,0,0,0,"1.30","27.00","0.97","20.00","1.98","41.00"
"Full Art Charizard & Braixen GX","212","Cosmic Eclipse","34.49","-17.00","-0.49",4.25,"0.12",2019,"0.63",0,0,0,0,0,0,0,0,0,0,"0.81","28.00","0.72","25.00","1.09","37.51","3.86","132.99"
"Full Art Cynthia & Caitlin","228","Cosmic Eclipse","126.32","-17.00","-0.13",-17,"-0.13",2019,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.91","114.99","1.78","224.99"
"Full Art Guzma & Hala","229","Cosmic Eclipse","26.90","-17.00","-0.63",-17,"-0.63",2019,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.74","20.00","2.23","59.99"
"Full Art Lillie's Full Force","230","Cosmic Eclipse","169.87","-17.00","-0.10",26.94,"0.16",2019,"0.42",0,0,0,0,0,0,0,0,"0.21","36.02","0.30","51.69","0.39","66.00","0.88","150.00","1.45","245.48"
"Full Art Mallow & Lana","231","Cosmic Eclipse","74.39","-17.00","-0.23",-17,"-0.23",2019,"0.62",0,0,0,0,0,0,0,0,0,0,0,0,"0.82","61.00","0.86","64.00","2.53","188.54"
"Full Art Mega Lopunny & Jigglypuff GX","226","Cosmic Eclipse","64.94","-17.00","-0.26",-17,"-0.26",2019,"0.54",0,0,0,0,0,0,0,0,0,0,0,0,"0.40","26.01","1.00","65.00","4.16","270.00"
"Full Art Mega Lopunny & Jigglypuff GX","225","Cosmic Eclipse","11.53","-17.00","-1.47",-17,"-1.47",2019,"0.70",0,0,0,0,0,0,0,0,0,0,0,0,"1.22","14.03","1.30","15.00","2.95","34.00"
"Full Art Naganadel & Guzzlord GX","224","Cosmic Eclipse","39.58","-17.00","-0.43",-17,"-0.43",2019,"0.56",0,0,0,0,0,0,0,0,"0.08","3.25",0,0,"0.91","36.02","0.39","15.50","3.28","129.99"
"Full Art Naganadel & Guzzlord GX","223","Cosmic Eclipse","6.69","-17.00","-2.54",-17,"-2.54",2019,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.96","13.10","5.38","36.00"
"Full Art N's Resolve","232","Cosmic Eclipse","39.57","-17.00","-0.43",-17,"-0.43",2019,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.00","39.47","1.78","70.61"
"Full Art Professor Oak's Setup","233","Cosmic Eclipse","27.65","-17.00","-0.61",-6.38,"-0.23",2019,"0.77",0,0,0,0,0,0,0,0,0,0,"1.81","50.00","0.45","12.50","1.45","40.00","3.60","99.50"
"Full Art Red & Blue","234","Cosmic Eclipse","90.93","-17.00","-0.19",-17,"-0.19",2019,"0.54",0,0,0,0,0,0,0,0,"0.35","32.00",0,0,"0.55","50.00","1.23","111.74","2.48","225.24"
"Full Art Reshiram & Zekrom GX","222","Cosmic Eclipse","93.00","-17.00","-0.18",-17,"-0.18",2019,"0.55",0,0,0,0,0,0,0,0,0,0,0,0,"0.43","39.99","0.97","90.36","2.58","239.51"
"Full Art Roller Skater","235","Cosmic Eclipse","15.72","-17.00","-1.08",-17,"-1.08",2019,"0.67",0,0,0,0,0,0,0,0,0,0,0,0,"1.05","16.50","1.30","20.50","6.44","101.22"
"Full Art Rosa","236","Cosmic Eclipse","198.34","-17.00","-0.09",42.66,"0.22",2019,"0.59",0,0,0,0,0,0,0,0,0,0,"0.54","107.50","0.69","137.50","0.35","70.19","1.07","211.40"
"Full Art Silvally GX","227","Cosmic Eclipse","24.21","-17.00","-0.70",-17,"-0.70",2019,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.24","30.00","2.48","60.00"
"Full Art Solgaleo & Lunala GX","216","Cosmic Eclipse","121.24","-17.00","-0.14",15.3,"0.13",2019,"0.40",0,0,0,0,0,0,0,0,"0.05","6.50","0.31","38.00","0.43","51.99","0.92","111.94","2.47","300.00"
"Full Art Venusaur & Snivy GX","210","Cosmic Eclipse","8.60","-17.00","-1.98",-17,"-1.98",2019,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.74","14.99","5.88","50.60"
"Full Art Vileplume GX","211","Cosmic Eclipse","40.37","-17.00","-0.42",-17,"-0.42",2019,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.42","57.50","5.93","239.50"
"Giant Hearth Secret","263","Cosmic Eclipse","7.21","-17.00","-2.36",-17,"-2.36",2019,"0.95",0,0,0,0,0,0,0,0,0,0,0,0,"2.43","17.50","1.39","10.00","3.27","23.55"
"Koffing Secret","243","Cosmic Eclipse","5.60","-17.00","-3.04",-17,"-3.04",2019,"0.87",0,0,0,0,0,0,0,0,0,0,0,0,"2.07","11.59","3.32","18.58","6.10","34.15"
"Lana's Fishing Rod Secret","266","Cosmic Eclipse","6.48","-17.00","-2.62",-17,"-2.62",2019,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.62","10.50","4.01","26.00"
"Lillie's Poke Doll Secret","267","Cosmic Eclipse","10.34","-17.00","-1.64",-17,"-1.64",2019,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.57","16.27","5.61","58.00"
"Martial Arts Dojo Secret","268","Cosmic Eclipse","8.39","-17.00","-2.03",-17,"-2.03",2019,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.19","9.99","6.97","58.50"
"Mega Lopunny & Jigglypuff GX","165","Cosmic Eclipse","5.23","-17.00","-3.25",-17,"-3.25",2019,"1.09",0,0,0,0,"1.63","8.50",0,0,0,0,0,0,"1.92","10.02","6.69","34.99","5.93","30.99"
"Mega Lopunny & Jigglypuff GX Secret","261","Cosmic Eclipse","22.04","-17.00","-0.77",-17,"-0.77",2019,"0.62",0,0,0,0,0,0,0,0,0,0,0,0,"0.82","18.00","1.33","29.25","2.02","44.44"
"Mimikyu Secret","245","Cosmic Eclipse","9.96","-17.00","-1.71",-17,"-1.71",2019,"0.77",0,0,0,0,0,0,0,0,0,0,0,0,"1.55","15.45","1.47","14.67","5.81","57.88"
"Naganadel & Guzzlord GX Secret","260","Cosmic Eclipse","12.32","-17.00","-1.38",-11.3,"-0.92",2019,"0.62",0,0,0,0,0,0,0,0,"0.49","6.05","0.54","6.70","0.85","10.50","1.26","15.50","5.08","62.58"
"Oricorio GX Secret","255","Cosmic Eclipse","6.92","-17.00","-2.46",-17,"-2.46",2019,"0.97",0,0,0,0,0,0,0,0,0,0,0,0,"2.53","17.50","2.17","14.99","3.30","22.82"
"Pikachu Secret","241","Cosmic Eclipse","36.06","-17.00","-0.47",8.5,"0.24",2019,"0.83",0,0,0,0,0,0,"0.72","26.00","1.11","40.00","0.89","32.00","0.83","30.00","1.16","41.83","5.00","180.35"
"Piplup Secret","239","Cosmic Eclipse","13.82","-17.00","-1.23",-17,"-1.23",2019,"0.75",0,0,0,0,0,0,0,0,0,0,0,0,"1.45","19.99","1.94","26.75","6.19","85.61"
"Power Plant Secret","269","Cosmic Eclipse","5.88","-17.00","-2.89",-17,"-2.89",2019,"1.05",0,0,0,0,0,0,0,0,0,0,0,0,"2.97","17.50","4.12","24.24","4.98","29.32"
"Reshiram & Zekrom GX","259","Cosmic Eclipse","57.71","-17.00","-0.29",13.6,"0.24",2019,"0.57",0,0,0,0,0,0,0,0,0,0,"0.64","36.93","0.62","36.00","0.92","53.00","1.68","97.00"
"Reshiram & Zekrom GX","157","Cosmic Eclipse","11.32","-17.00","-1.50",-4.9,"-0.43",2019,"0.87",0,0,0,0,0,0,0,0,0,0,"1.26","14.24","1.41","16.00","2.89","32.78","6.30","71.30"
"Silvally GX Secret","262","Cosmic Eclipse","13.29","-17.00","-1.28",-17,"-1.28",2019,"0.68",0,0,0,0,0,0,0,0,0,0,0,0,"1.09","14.50","1.52","20.22","2.18","29.00"
"Solgaleo & Lunala GX","75","Cosmic Eclipse","9.69","-17.00","-1.75",-17,"-1.75",2019,"0.66",0,0,0,0,0,0,0,0,0,0,0,0,"0.98","9.50","2.02","19.59","4.28","41.48"
"Solgaleo & Lunala GX Secret","254","Cosmic Eclipse","56.50","-17.00","-0.30",-17,"-0.30",2019,"0.56",0,0,0,0,0,0,0,0,0,0,0,0,"0.48","27.01","0.93","52.49","2.33","131.74"
"Tag Call Secret","270","Cosmic Eclipse","6.22","-17.00","-2.73",-17,"-2.73",2019,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.01","12.50","1.69","10.50"
"Togepi & Cleffa & Igglybuff GX","143","Cosmic Eclipse","7.46","-17.00","-2.28",-17,"-2.28",2019,"1.70",0,0,0,0,0,0,"2.21","16.50","2.88","21.50",0,0,"2.01","15.00","3.72","27.75","5.20","38.85"
"Venusaur & Snivy GX","1","Cosmic Eclipse","5.43","-17.00","-3.13",-17,"-3.13",2019,"1.61",0,0,0,0,0,0,"2.49","13.50","2.30","12.50",0,0,"1.97","10.71","3.31","18.00","8.52","46.26"
"Venusaur & Snivy GX Secret","249","Cosmic Eclipse","20.99","-17.00","-0.81",-17,"-0.81",2019,"0.69",0,0,0,0,0,0,0,0,0,0,0,0,"1.16","24.26","0.99","20.79","3.63","76.28"
